Company Name,Symbol,Year,Month,Day,Closing Price,Sector,Industry,Market Cap,Price to Earnings,PEG,Price to Book,Dividend,Payout Ratio,Value Metric
Spark Power Group Inc.,SPG,2021,3,2,2.01,Utilities,Utilities—Renewable,107840000.0,47.86,N/A,2.66,N/A,0.0,127.30760000000001
Fairfax India Holdings Corporation,FIH-U,2021,3,2,12.24,Financial Services,Asset Management,1830000000.0,N/A,0.71,0.75,N/A,0.0,N/A
Western Copper and Gold Corporation,WRN,2021,3,2,2.07,Basic Materials,Other Industrial Metals & Mining,280690000.0,N/A,N/A,4.29,N/A,0.0,N/A
Hydro One Limited,H,2021,3,2,27.36,Utilities,Utilities—Regulated Electric,16350000000.000002,9.27,9.05,1.55,0.037200000000000004,0.3398,13.85316236020054
Premier Gold Mines Limited,PG,2021,3,2,2.92,Basic Materials,Gold,693190000.0,N/A,N/A,2.45,N/A,0.0,N/A
Transcontinental Inc.,TCL-B,2021,2,26,22.0,Industrials,Specialty Business Services,1890000000.0,12.53,N/A,1.12,0.0409,0.5114,13.482178883658372
Firm Capital Mortgage Investment Corporation,FC,2021,3,2,13.76,Financial Services,Mortgage Finance,424400000.0,15.82,N/A,1.24,0.068,1.0734000000000001,18.367790262172285
Bloom U.S. Income & Growth Fund,BUA-UN,2021,3,2,6.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IGM Financial Inc.,IGM,2021,3,2,35.86,Financial Services,Asset Management,8550000000.000001,11.18,1.17,1.71,0.0636,0.7009000000000001,17.974614516735613
Perpetua Resources Corp.,MAX,2021,2,17,9.08,Basic Materials,Gold,431510000.0,N/A,-2.26,6.92,N/A,0.0,N/A
Pro Real Estate Investment Trust,PRV-UN,2021,3,2,6.06,Real Estate,REIT—Diversified,233220000.0,14.6,N/A,0.97,0.0767,1.3004,13.153153153153152
Kolibri Global Energy Inc.,KEI,2021,3,2,0.095,Energy,Oil & Gas E&P,22130000.0,N/A,N/A,0.39,N/A,0.0,N/A
Almonty Industries Inc.,AII,2021,3,2,1.16,Basic Materials,Other Industrial Metals & Mining,218480000.0,N/A,N/A,6.67,N/A,0.0,N/A
Yorbeau Resources Inc.,YRB,2021,3,2,0.05,Basic Materials,Gold,18210000.0,N/A,N/A,0.65,N/A,0.0,N/A
Acadian Timber Corp.,ADN,2021,3,2,18.0,Basic Materials,Lumber & Wood Production,300360000.0,13.61,8.37,1.02,0.0637,0.8787999999999999,13.050860204945002
Blue Ribbon Income Fund,RBN-UN,2021,3,2,7.98,Financial Services,Asset Management,101230000.0,N/A,N/A,1.21,0.0602,N/A,N/A
Lightspeed POS Inc.,LSPD,2021,3,2,90.18,Technology,Software—Application,10720000000.0,N/A,N/A,7.84,N/A,0.0,N/A
Methanex Corporation,MX,2021,3,2,48.33,Basic Materials,Chemicals,3680000000.0,N/A,N/A,3.2,0.0039000000000000003,N/A,N/A
Brampton Brick Limited,BBL-A,2021,3,2,11.9,Basic Materials,Building Materials,131009999.99999999,N/A,N/A,0.78,N/A,0.0,N/A
AcuityAds Holdings Inc.,AT,2021,3,2,24.9,Communication Services,Internet Content & Information,1310000000.0,803.23,N/A,83.28,N/A,0.0,66892.9944
Orvana Minerals Corp.,ORV,2021,3,2,0.295,Basic Materials,Other Precious Metals & Mining,40300000.0,13.41,N/A,0.55,N/A,0.0,7.375500000000001
NextPoint Acquisition Corp.,NAC-U,2021,3,2,9.95,Financial Services,Shell Companies,N/A,N/A,N/A,11.97,N/A,N/A,N/A
GVIC Communications Corp.,GCT-C,2021,3,1,0.29,Communication Services,Publishing,87380000.0,N/A,N/A,0.85,N/A,0.0,N/A
Marimaca Copper Corp.,MARI,2021,3,2,4.49,Basic Materials,Copper,330270000.0,236.32,N/A,7.62,N/A,0.0,1800.7584
Skeena Resources Limited,SKE,2021,3,2,3.07,Basic Materials,Other Industrial Metals & Mining,665070000.0,N/A,N/A,24.76,N/A,0.0,N/A
Uranium Participation Corporation,U,2021,3,2,5.08,Energy,Uranium,685500000.0,12.12,N/A,1.03,N/A,0.0,12.4836
Taiga Building Products Ltd.,TBL,2021,3,2,3.11,Consumer Cyclical,Home Improvement Retail,337570000.0,4.84,N/A,1.65,N/A,0.0,7.986
Maxar Technologies Inc.,MAXR,2021,3,2,63.53,Technology,Communication Equipment,3910000000.0,12.73,-11.17,4.16,0.0008,N/A,52.9144684252598
Canso Credit Trust - Canso Credit Income Fund,PBY-UN,2021,3,1,13.95,Financial,Asset Management,201610000.0,N/A,N/A,N/A,N/A,N/A,N/A
BCE Inc.,BCE,2021,3,2,55.48,Communication Services,Telecom Services,50180000000.0,20.1,4.31,2.95,0.0636,1.3266999999999998,55.749341857841294
Genesis Land Development Corp.,GDC,2021,3,2,2.08,Real Estate,Real Estate—Development,87210000.0,50.73,N/A,0.45,N/A,0.0,22.8285
Canadian Western Bank,CWB,2021,3,2,33.56,Financial Services,Banks—Regional,2920000000.0,11.41,1.49,0.98,0.0354,0.4021,10.799497778636274
Avino Silver & Gold Mines Ltd.,ASM,2021,3,2,1.77,Basic Materials,Silver,158540000.0,N/A,N/A,2.65,N/A,0.0,N/A
Cardinal Energy Ltd.,CJ,2021,3,2,1.57,Energy,Oil & Gas E&P,191010000.0,N/A,0.01,0.71,N/A,N/A,N/A
Mackenzie Master Limited Partnership,MKZ-UN,2021,3,1,0.79,Financial Services,Asset Management,4950000.0,7.6,N/A,16.46,0.12029999999999999,1.0909,111.66294742479693
Exco Technologies Limited,XTC,2021,3,2,10.84,Consumer Cyclical,Auto Parts,425680000.0,14.21,N/A,1.27,0.0369,0.4935,17.404474877037327
High Arctic Energy Services Inc,HWO,2021,3,2,1.53,Energy,Oil & Gas Equipment & Services,74600000.0,N/A,N/A,0.39,N/A,N/A,N/A
Cronos Group Inc.,CRON,2021,3,2,13.42,Healthcare,Drug Manufacturers—Specialty & Generic,4830000000.0,46.76,-0.95,2.7,N/A,0.0,126.25200000000001
Plaza Retail REIT,PLZ-UN,2021,3,2,3.83,Real Estate,REIT—Retail,389800000.0,N/A,N/A,0.92,0.0731,N/A,N/A
Just Energy Group Inc.,JE,2021,3,2,4.86,Utilities,Utilities—Diversified,233660000.0,N/A,N/A,N/A,N/A,0.0,N/A
CPI Card Group Inc.,PMTS,2021,3,2,12.66,Industrials,Business Equipment & Supplies,142370000.0,8.82,N/A,N/A,N/A,0.0,N/A
TWC Enterprises Limited,TWC,2021,3,2,17.25,Consumer Cyclical,Leisure,438630000.0,N/A,N/A,1.06,0.004699999999999999,N/A,N/A
Boston Pizza Royalties Income Fund,BPF-UN,2021,3,2,11.64,Consumer Cyclical,Restaurants,250510000.0,69.7,N/A,0.98,0.0681,N/A,63.95094092313453
Theratechnologies Inc.,TH,2021,3,2,4.17,Today,Fri,391320000.0,N/A,-38.55,37.57,N/A,0.0,N/A
Helios Fairfax Partners Corporation,HFPC-U,2021,3,2,4.75,Financial Services,Asset Management,518309999.99999994,N/A,N/A,0.82,N/A,0.0,N/A
Wheaton Precious Metals Corp.,WPM,2021,3,2,46.57,Basic Materials,Gold,20920000000.0,49.02,N/A,3.77,0.013600000000000001,0.4105,182.3257695343331
Postmedia Network Canada Corp.,PNC-B,2021,3,1,1.6,Communication Services,Publishing,149980000.0,3.78,N/A,N/A,N/A,0.0,N/A
DIRTT Environmental Solutions Ltd.,DRT,2021,3,2,3.74,Industrials,Engineering & Construction,316710000.0,N/A,-33.57,2.72,N/A,0.0,N/A
ClearStream Energy Services Inc.,CSM,2021,3,2,0.07,Energy,Oil & Gas Equipment & Services,7700000.0,N/A,N/A,N/A,N/A,0.0,N/A
WildBrain Ltd.,WILD,2021,3,2,3.17,Communication Services,Entertainment,536669999.99999994,N/A,N/A,6.16,N/A,0.0,N/A
Mulvihill S Split Corp.,SBN,2021,3,2,4.97,Financial Services,Asset Management,4420000.0,N/A,N/A,2.46,N/A,N/A,N/A
First Capital Real Estate Investment Trust,FCR-UN,2021,3,2,16.2,Real Estate,REIT—Retail,3550000000.0,1350.0,N/A,0.84,0.027000000000000003,69.7766,1104.1869522882182
Centerra Gold Inc.,CG,2021,3,2,12.3,Basic Materials,Gold,3640000000.0,8.98,0.08,1.48,0.0166,0.09759999999999999,13.073381861105647
MAV Beauty Brands Inc.,MAV,2021,3,2,5.6,Consumer Defensive,Household & Personal Products,205900000.0,45.9,0.32,0.88,N/A,0.0,40.391999999999996
Fortis Inc.,FTS,2021,3,2,49.94,Utilities,Utilities—Regulated Electric,23310000000.0,19.21,3.79,1.37,0.0407,0.7452,25.288459690592873
GoldMining Inc.,GOLD,2021,3,2,2.06,Basic Materials,Gold,304120000.0,N/A,N/A,4.75,N/A,0.0,N/A
Dividend 15 Split Corp.,DFN,2021,3,2,7.04,Financial Services,Asset Management,451980000.0,N/A,N/A,1.25,0.1727,N/A,N/A
Bridgemarq Real Estate Services Inc.,BRE,2021,3,2,16.4,Real Estate,Real Estate Services,155540000.0,24.62,N/A,N/A,0.0806,2.0455,N/A
Africa Oil Corp.,AOI,2021,3,2,1.26,Energy,Oil & Gas E&P,594670000.0,N/A,-0.06,0.79,N/A,0.0,N/A
TDb Split Corp.,XTD,2021,3,2,5.01,Financial Services,Asset Management,24820000.0,N/A,N/A,2.32,0.1165,N/A,N/A
,SZLS-WS,2021,2,4,0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tricon Residential Inc.,TCN,2021,3,2,12.44,Real Estate,Real Estate Services,2400000000.0,34.18,N/A,1.45,0.022400000000000003,0.5581,48.47515649452269
E-L Financial Corporation Limited,ELF,2021,3,2,812.0,Financial Services,Insurance—Life,3010000000.0,10.92,N/A,0.5,0.0062,0.08130000000000001,5.426356589147287
Colabor Group Inc.,GCL,2021,3,2,1.13,Consumer Defensive,Food Distribution,114900000.0,N/A,0.47,1.3,N/A,0.0,N/A
LXRandCo Inc.,LXR,2021,3,2,0.15,Consumer Cyclical,Specialty Retail,13920000.0,N/A,N/A,N/A,N/A,0.0,N/A
Stingray Group Inc.,RAY-B,2021,3,2,7.0,Communication Services,Broadcasting,514789999.99999994,21.08,N/A,1.79,0.0432,0.8824,36.17062883435583
Ivanhoe Mines Ltd.,IVN,2021,3,2,8.06,Basic Materials,Other Industrial Metals & Mining,9700000000.0,N/A,N/A,4.04,N/A,0.0,N/A
Canadian Utilities Limited,CU-X,2021,3,2,30.5,Utilities,Utilities—Diversified,8240000000.0,23.11,N/A,1.62,0.057699999999999994,1.3194,35.39585893920771
Alithya Group Inc.,ALYA,2021,3,2,2.87,Technology,Information Technology Services,167160000.0,N/A,N/A,1.52,N/A,0.0,N/A
Mullen Group Ltd.,MTL,2021,3,2,10.21,Industrials,Trucking,988860000.0,16.05,1.04,1.1,0.0452,0.5156000000000001,16.89150401836969
Sprott Physical Gold and Silver Trust,CEF,2021,3,2,23.2,N/A,N/A,4520000000.0,5.17,N/A,N/A,N/A,N/A,N/A
Laurentian Bank of Canada,LB,2021,3,2,36.53,Financial Services,Banks—Regional,1580000000.0,15.43,2.05,0.67,0.044500000000000005,0.903,9.897654380086166
,AHC-WT,2021,2,4,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Globex Mining Enterprises Inc.,GMX,2021,3,2,0.79,Basic Materials,Other Industrial Metals & Mining,43450000.0,6.99,N/A,3.64,N/A,0.0,25.4436
Entrée Resources Ltd.,ETG,2021,3,2,0.68,Basic Materials,Other Industrial Metals & Mining,126430000.0,N/A,N/A,N/A,N/A,0.0,N/A
Black Iron Inc.,BKI,2021,3,2,0.465,Basic Materials,Other Industrial Metals & Mining,116180000.0,N/A,N/A,N/A,N/A,0.0,N/A
EcoSynthetix Inc.,ECO,2021,3,2,4.91,Basic Materials,Specialty Chemicals,279100000.0,N/A,N/A,5.64,N/A,0.0,N/A
Journey Energy Inc.,JOY,2021,3,2,0.36,Energy,Oil & Gas E&P,15510000.0,N/A,N/A,N/A,N/A,0.0,N/A
SouthGobi Resources Ltd.,SGQ,2021,3,2,0.78,Energy,Thermal Coal,212770000.0,N/A,N/A,N/A,N/A,0.0,N/A
BRP Inc.,DOO,2021,3,2,91.1,Consumer Cyclical,Recreational Vehicles,8010000000.0,37.18,1.23,N/A,0.0048,0.041299999999999996,N/A
SPROTT PHYSICAL GOLD TRUST USD,PHYS-U,2021,3,2,13.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameco Corporation,CCO,2021,3,2,21.82,Energy,Uranium,8660000000.0,N/A,-0.76,1.74,0.004,N/A,N/A
Dream Office Real Estate Investment Trust,D-UN,2021,3,2,20.22,Real Estate,REIT—Office,1020000000.0,5.78,N/A,0.68,0.049100000000000005,0.3411,3.7464493375274053
Dye & Durham Limited,DND,2021,3,2,43.72,Technology,Software—Infrastructure,3010000000.0,N/A,N/A,5.03,0.0019,N/A,N/A
Equinox Gold Corp.,EQX,2021,3,2,10.42,Basic Materials,Gold,2530000000.0,N/A,N/A,1.83,N/A,0.0,N/A
RF Capital Group Inc.,RCG,2021,3,2,1.82,Financial Services,Capital Markets,290070000.0,N/A,N/A,1.78,0.07690000000000001,N/A,N/A
Condor Petroleum Inc.,CPI,2021,3,1,0.48,Energy,Oil & Gas E&P,21200000.0,10.67,N/A,0.8,N/A,0.0,8.536
HEXO Corp.,HEXO,2021,3,2,9.19,Healthcare,Drug Manufacturers—Specialty & Generic,1120000000.0,N/A,-1.8,2.01,N/A,0.0,N/A
ATCO Ltd.,ACO-Y,2021,3,2,40.99,Utilities,Utilities—Diversified,4530000000.0,18.63,N/A,1.16,0.045700000000000005,0.7309,20.666347900927605
Rogers Communications Inc.,RCI-B,2021,3,2,56.38,Communication Services,Telecom Services,28730000000.0,18.01,2.07,2.97,0.0355,0.639,51.65591501690005
Gildan Activewear Inc.,GIL,2021,3,2,38.6,Consumer Cyclical,Apparel Manufacturing,7660000000.0,N/A,N/A,4.91,N/A,N/A,N/A
FREEHOLD ROYALTIES LTD SUB RECE,FRU-R,2021,2,5,5.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Global Dividend Growers Income Fund,GDG-UN,2021,3,2,12.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPROTT PHYSICAL SILVER TRUST US,PSLV-U,2021,3,2,9.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Toronto-Dominion Bank,TD,2021,3,2,78.38,Financial Services,Banks—Diversified,142340000000.0,11.89,3.45,1.59,0.0406,0.47950000000000004,18.167499519507977
Superior Plus Corp.,SPB,2021,3,2,13.22,Utilities,Utilities—Regulated Gas,2330000000.0,30.96,N/A,2.45,0.053899999999999997,1.6743999999999999,71.9726729291204
Trez Capital Senior Mortgage Investment Corporation,TZS,2021,3,2,2.31,Financial Services,Asset Management,16900000.0,4.18,N/A,0.92,N/A,0.0,3.8455999999999997
NuVista Energy Ltd.,NVA,2021,3,2,2.06,Energy,Oil & Gas E&P,465000000.0,N/A,-0.03,1.06,N/A,0.0,N/A
Greenbrook TMS Inc.,GTMS,2021,3,2,18.92,Healthcare,Medical Care Facilities,255470000.0,N/A,N/A,21.57,N/A,0.0,N/A
Acerus Pharmaceuticals Corporation,ASP,2021,3,2,0.05,Healthcare,Drug Manufacturers—Specialty & Generic,76880000.0,N/A,N/A,N/A,N/A,0.0,N/A
Brookfield Infrastructure Corporation,BIPC,2021,3,2,85.61,Utilities,Utilities—Regulated Gas,3850000000.0,N/A,N/A,N/A,0.0301,N/A,N/A
WSP Global Inc.,WSP,2021,3,2,118.37,Industrials,Engineering & Construction,13440000000.0,47.35,1.08,3.29,0.013600000000000001,0.6,153.69129834254142
Rogers Communications Inc.,RCI-A,2021,3,2,59.67,Communication Services,Telecom Services,29200000000.0,19.06,N/A,3.15,0.0346,0.639,58.031123139377534
Serabi Gold plc,SBI,2021,2,26,1.35,Basic Materials,Gold,80710000.0,9.64,N/A,1.35,N/A,0.0,13.014000000000001
Torex Gold Resources Inc.,TXG,2021,3,2,15.74,Basic Materials,Gold,1350000000.0,12.58,0.04,1.42,N/A,0.0,17.863599999999998
Transcontinental Inc.,TCL-A,2021,3,2,21.52,Industrials,Specialty Business Services,1880000000.0,12.26,-2.06,1.09,0.0417,0.5114,12.828453489488336
McCoy Global Inc.,MCB,2021,3,2,0.6,Energy,Oil & Gas Equipment & Services,16670000.000000002,N/A,N/A,0.43,N/A,0.0,N/A
Westport Fuel Systems Inc.,WPRT,2021,3,2,12.59,Consumer Cyclical,Auto Parts,1730000000.0,N/A,N/A,21.34,N/A,0.0,N/A
CIBT Education Group Inc.,MBA,2021,3,2,0.7,Consumer Defensive,Education & Training Services,50700000.0,N/A,N/A,0.98,N/A,0.0,N/A
Absolute Software Corporation,ABST,2021,3,2,19.8,Technology,Software—Application,972510000.0,104.21,N/A,38.67,0.0163,1.2682,3965.1684541965956
Anaconda Mining Inc.,ANX,2021,3,2,0.82,Basic Materials,Gold,131340000.0,14.14,N/A,1.92,N/A,0.0,27.1488
New Gold Inc.,NGD,2021,3,2,2.12,Basic Materials,Gold,1440000000.0,N/A,1.65,1.83,N/A,0.0,N/A
Headwater Exploration Inc.,HWX,2021,3,2,3.77,Energy,Oil & Gas E&P,735320000.0,N/A,-3.38,3.52,N/A,0.0,N/A
Intertape Polymer Group Inc.,ITP,2021,3,2,24.46,Consumer Cyclical,Packaging & Containers,1440000000.0,21.46,2.64,5.08,0.0335,0.5175,105.48311562651185
Aberdeen International Inc.,AAB,2021,3,2,0.415,Financial Services,Asset Management,56880000.0,3.88,N/A,1.37,N/A,0.0,5.3156
The Ether Fund,QETH-U,2021,3,2,26.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Information Services Corporation,ISV,2021,3,2,22.57,Industrials,Specialty Business Services,394980000.0,19.46,10.19,3.36,0.0352,0.6897,63.162287480680064
Horizonte Minerals Plc,HZM,2021,3,2,0.14,Basic Materials,Other Industrial Metals & Mining,224500000.0,N/A,N/A,4.38,N/A,0.0,N/A
InMed Pharmaceuticals Inc.,IN,2021,3,2,5.84,Healthcare,Biotechnology,47020000.0,N/A,N/A,5.39,N/A,0.0,N/A
Dividend Growth Split Corp.,DGS,2021,3,2,4.62,Financial Services,Asset Management,149400000.0,N/A,N/A,1.52,N/A,N/A,N/A
Inovalis Real Estate Investment Trust,INO-UN,2021,3,2,9.82,Real Estate,REIT—Office,319000000.0,4.8,N/A,0.77,0.08539999999999999,0.41850000000000004,3.4051962410171366
NexJ Systems Inc.,NXJ,2021,2,25,0.62,Technology,Software—Application,13220000.0,N/A,N/A,2.62,N/A,0.0,N/A
VersaBank,VB,2021,3,2,15.65,Financial Services,Banks—Regional,330580000.0,19.18,N/A,1.44,0.0063,0.122,27.44628838318593
Dundee Precious Metals Inc.,DPM,2021,3,2,7.61,Basic Materials,Gold,1380000000.0,7.13,0.04,1.73,0.019299999999999998,0.08259999999999999,12.101344059648778
,TGOD-WR,2021,2,4,0.065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algonquin Power & Utilities Corp.,AQN,2021,3,2,20.04,Utilities,Utilities—Renewable,11960000000.0,24.74,3.2,2.62,0.0394,0.7222,62.36174716182412
INV Metals Inc.,INV,2021,3,2,0.455,Basic Materials,Other Industrial Metals & Mining,68340000.0,N/A,N/A,0.71,N/A,0.0,N/A
Chartwell Retirement Residences,CSH-UN,2021,3,2,11.11,Real Estate,Real Estate—Development,2380000000.0,N/A,N/A,3.16,0.0557,N/A,N/A
Troilus Gold Corp.,TLG,2021,3,2,0.92,Basic Materials,Other Industrial Metals & Mining,119900000.0,N/A,N/A,3.85,N/A,0.0,N/A
Hardwoods Distribution Inc.,HDI,2021,3,2,27.62,Industrials,Industrial Distribution,583740000.0,15.98,N/A,1.87,0.0126,0.1936,29.51076436895122
Battle North Gold Corporation,BNAU,2021,3,2,1.71,Basic Materials,Gold,220980000.0,N/A,-0.07,3.5,N/A,0.0,N/A
Crescent Point Energy Corp.,CPG,2021,3,2,4.84,Energy,Oil & Gas E&P,2570000000.0,N/A,-0.23,0.91,0.0021,N/A,N/A
Onex Corporation,ONEX,2021,3,2,77.36,Financial Services,Asset Management,6990000000.0,10.17,1.62,0.96,0.0052,0.0492,9.712693991245521
Aeterna Zentaris Inc.,AEZS,2021,3,2,1.42,Healthcare,Biotechnology,165090000.0,N/A,N/A,5.87,N/A,0.0,N/A
Chorus Aviation Inc.,CHR,2021,3,2,4.46,Industrials,Airlines,721930000.0,17.84,0.8,1.13,N/A,0.48,20.1592
Dorel Industries Inc.,DII-A,2021,3,2,13.9,Consumer Cyclical,Furnishings Fixtures & Appliances,447400000.0,N/A,N/A,0.9,N/A,0.0,N/A
Stella-Jones Inc.,SJ,2021,3,2,46.76,Basic Materials,Lumber & Wood Production,3140000000.0,15.56,2.91,2.19,0.0129,0.196,33.642412873926354
Ravensource Fund,RAV-UN,2021,2,11,15.1,N/A,N/A,25260000.0,N/A,N/A,0.99,N/A,N/A,N/A
Euro Sun Mining Inc.,ESM,2021,3,2,0.335,Basic Materials,Gold,56830000.0,N/A,N/A,5.4,N/A,0.0,N/A
Canadian High Income Equity Fund,CIQ-UN,2021,3,2,7.35,Financial Services,Asset Management,13820000.0,N/A,N/A,N/A,0.0667,N/A,N/A
Minto Apartment Real Estate Investment Trust,MI-UN,2021,3,2,19.1,Real Estate,REIT—Residential,692850000.0,3.93,N/A,0.83,0.023700000000000002,0.0911,3.1863827293152287
Cascades Inc.,CAS,2021,3,2,17.0,Basic Materials,Paper & Paper Products,1740000000.0,8.42,0.18,0.97,0.0182,0.31679999999999997,8.021410331958357
iFabric Corp.,IFA,2021,3,2,4.87,Consumer Cyclical,Apparel Manufacturing,128940000.0,139.14,N/A,11.85,N/A,0.0,1648.8089999999997
SPROTT PHYSICAL PLATINUM PALLAD,SPPP-U,2021,2,26,17.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Home Capital Group Inc.,HCG,2021,3,2,31.54,Financial Services,Mortgage Finance,1650000000.0,9.47,1.48,0.97,N/A,0.0,9.1859
ECN Capital Corp.,ECN,2021,3,2,8.08,Financial Services,Credit Services,1980000000.0,N/A,0.4,2.89,0.0125,2.4737999999999998,N/A
US Financial 15 Split Corp,FTU,2021,3,2,0.485,Financial Services,Asset Management,922.38,N/A,N/A,N/A,N/A,0.0,N/A
Corby Spirit and Wine Limited,CSW-A,2021,3,2,16.87,Consumer Defensive,Beverages—Wineries & Distilleries,477340000.0,15.49,N/A,2.67,0.049699999999999994,0.7636,39.40011431837667
Cardiol Therapeutics Inc.,CRDL,2021,3,2,4.22,Healthcare,Drug Manufacturers—Specialty & Generic,138470000.0,N/A,N/A,6.16,N/A,0.0,N/A
Air Canada,AC,2021,3,2,26.4,Industrials,Airlines,8840000000.0,N/A,0.09,5.11,N/A,0.0,N/A
Westshore Terminals Investment Corporation,WTE,2021,3,2,19.12,Industrials,Marine Shipping,1210000000.0,9.45,N/A,1.68,0.0332,0.3153,15.365853658536585
EXFO Inc.,EXF,2021,3,2,5.43,Technology,Communication Equipment,311290000.0,N/A,N/A,1.71,N/A,0.0,N/A
Ascendant Resources Inc.,ASND,2021,3,2,0.23,Basic Materials,Other Industrial Metals & Mining,21890000.0,N/A,N/A,4.18,N/A,0.0,N/A
SNC-Lavalin Group Inc.,SNC,2021,3,2,26.23,Industrials,Engineering & Construction,4600000000.0,N/A,-7.52,1.35,0.003,N/A,N/A
Ag Growth International Inc.,AFN,2021,3,2,38.88,Industrials,Farm & Heavy Construction Machinery,727560000.0,N/A,2.03,2.44,0.015300000000000001,N/A,N/A
Anglo Pacific Group plc,APY,2021,3,1,2.72,Basic Materials,Coking Coal,527179999.99999994,14.39,N/A,1.71,0.0454,N/A,23.53826286588865
THE GREEN ORGANIC DUTCHMAN HLDS,TGOD-WA,2021,2,26,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Great Canadian Gaming Corporation,GC,2021,3,2,42.59,Consumer Cyclical,Gambling,2340000000.0,N/A,-2.94,4.89,N/A,0.0,N/A
Aquila Resources Inc.,AQA,2021,3,2,0.1,Basic Materials,Other Industrial Metals & Mining,33860000.0,N/A,N/A,N/A,N/A,0.0,N/A
BSR Real Estate Investment Trust,HOM-UN,2021,3,2,13.56,Real Estate,REIT—Residential,405000000.0,6.24,N/A,0.9,0.047,0.1167,5.363896848137537
Economic Investment Trust Limited,EVT,2021,3,2,110.6,N/A,N/A,621080000.0,20.57,N/A,0.67,N/A,N/A,13.7819
Delta 9 Cannabis Inc.,DN,2021,3,2,0.56,Healthcare,Drug Manufacturers—Specialty & Generic,57140000.0,N/A,N/A,1.52,N/A,0.0,N/A
Pine Cliff Energy Ltd.,PNE,2021,3,2,0.31,Energy,Oil & Gas E&P,103940000.0,N/A,N/A,N/A,N/A,0.0,N/A
Score Media and Gaming Inc.,SCR,2021,3,2,35.55,Communication Services,Electronic Gaming & Multimedia,1540000000.0,N/A,-0.24,79.0,N/A,0.0,N/A
BSR Real Estate Investment Trust,HOM-U,2021,3,2,10.75,Real Estate,REIT—Residential,245860000.0,4.94,N/A,0.71,0.047,0.2335,3.3499522445081187
Talisker Resources Ltd.,TSK,2021,3,2,0.3,Basic Materials,Other Industrial Metals & Mining,63850000.0,N/A,N/A,1.6,N/A,0.0,N/A
TELUS Corporation,T,2021,3,2,26.07,Communication Services,Telecom Services,33810000000.000004,27.73,1.74,2.79,0.0479,1.2606,73.83023189235614
Alimentation Couche-Tard Inc.,ATD-A,2021,3,2,39.54,Consumer Defensive,Grocery Stores,43760000000.0,15.95,N/A,3.69,0.009000000000000001,0.081,58.330525272547085
The North West Company Inc.,NWC,2021,3,2,31.72,Consumer Defensive,Grocery Stores,1550000000.0,12.59,0.8,3.23,0.0458,0.5357,38.88477720405431
KP Tissue Inc.,KPT,2021,3,2,11.01,Consumer Defensive,Household & Personal Products,107080000.0,146.8,0.76,1.49,0.0655,9.0,205.2857813233224
Cominar Real Estate Investment Trust,CUF-UN,2021,3,2,9.04,Real Estate,REIT—Diversified,1650000000.0,18.26,N/A,0.58,0.04,1.32,10.183461538461538
Inscape Corporation,INQ,2021,3,2,0.93,Consumer Cyclical,Furnishings Fixtures & Appliances,13370000.0,N/A,N/A,1.63,N/A,0.0,N/A
Pieridae Energy Limited,PEA,2021,3,2,0.5,Energy,Oil & Gas Integrated,78820000.0,N/A,N/A,1.57,N/A,0.0,N/A
Kinaxis Inc.,KXS,2021,3,2,168.99,Technology,Software—Application,4560000000.0,201.9,6.51,16.53,N/A,0.0,3337.407
TFI International Inc.,TFII,2021,3,2,91.98,Industrials,Trucking,8590000000.0,30.36,2.1,4.8,0.0126,0.2625,143.9146750938179
Freegold Ventures Limited,FVL,2021,3,2,0.7,Basic Materials,Other Industrial Metals & Mining,230330000.0,N/A,N/A,3.2,N/A,0.0,N/A
Capstone Mining Corp.,CS,2021,3,2,3.75,Basic Materials,Copper,1530000000.0,125.0,-0.03,1.97,N/A,0.0,246.25
Bespoke Capital Acquisition Corp.,BC-U,2021,3,2,10.0,Financial Services,Shell Companies,90000000.0,N/A,N/A,N/A,N/A,N/A,N/A
Toromont Industries Ltd.,TIH,2021,3,2,94.0,Industrials,Industrial Distribution,7750000000.0,30.42,5.53,4.56,0.013300000000000001,0.40130000000000005,136.89450310865487
WPT Industrial Real Estate Investment Trust,WIR-U,2021,3,2,15.34,Real Estate,REIT—Industrial,1280000000.0,6.29,N/A,1.12,0.0504,0.3166,6.706778370144707
Aphria Inc.,APHA,2021,3,2,23.92,Healthcare,Drug Manufacturers—Specialty & Generic,7580000000.0,N/A,N/A,4.0,N/A,0.0,N/A
